date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:10:15	124/124	---MCZ	200	added ('OK')	text/plain	etag:W/%221da64e464f5c339%22	https://surveypluto.com/robots.txt		(from )
13:10:16	25292/25292	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2021:10:16%20GMT	https://surveypluto.com/	C:/My%20Web%20Sites/surveypluto/surveypluto.com/index.html	(from )
13:10:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2021:10:16%20GMT	http://surveypluto.com/feed/	C:/My%20Web%20Sites/surveypluto/surveypluto.com/feed/index.html	(from https://surveypluto.com/)
13:10:18	7168/7168	---M--	200	added ('OK')	image/png	etag:%22511A94B11ED240B906C399F8FAD09E41%22	https://static.surveypluto.com/static/assets/images/surveypluto-blog.png	C:/My%20Web%20Sites/surveypluto/static.surveypluto.com/static/assets/images/surveypluto-blog.png	(from https://surveypluto.com/)
13:10:19	2158/2158	---M--	200	added ('OK')	image/png	etag:%22791C23FEB015A2F100A4ED4EF4008166%22	https://static.surveypluto.com/static/assets/images/favicon-192.png	C:/My%20Web%20Sites/surveypluto/static.surveypluto.com/static/assets/images/favicon-192.png	(from https://surveypluto.com/)
13:10:20	485/485	---M--	200	added ('OK')	image/png	etag:%223AB85430D3AF9DFF45B3F603F5402C4B%22	https://static.surveypluto.com/static/assets/images/favicon-32.png	C:/My%20Web%20Sites/surveypluto/static.surveypluto.com/static/assets/images/favicon-32.png	(from https://surveypluto.com/)
13:10:20	11367/11367	---MCZ	200	added ('OK')	text/css	etag:W/%2250142BAA2739CEF9F7A7B7E57AC93374%22	https://static.surveypluto.com/min/css/pagecommon.min.css?v=202402221645	C:/My%20Web%20Sites/surveypluto/static.surveypluto.com/min/css/pagecommon.min9628.css	(from https://surveypluto.com/)
13:10:21	13093/13093	---MCZ	200	added ('OK')	text/css	etag:W/%2208980E0EEDD1DDD75C26B8F66FBC98DD%22	https://static.surveypluto.com/min/css/iconfont.min.css?v=202402221645	C:/My%20Web%20Sites/surveypluto/static.surveypluto.com/min/css/iconfont.min9628.css	(from https://surveypluto.com/)
13:10:22	95992/95992	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec4-176f8%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/1.11.3/jquery.min.js	C:/My%20Web%20Sites/surveypluto/cdnjs.cloudflare.com/ajax/libs/jquery/1.11.3/jquery.min.js	(from https://surveypluto.com/)
13:10:22	95997/95997	---MCZ	200	added ('OK')	application/javascript	etag:W/%228E67452F561A3B8EE8A82FDF57672CD5%22	https://static.surveypluto.com/static/js/jquery-1.11.3.min.js	C:/My%20Web%20Sites/surveypluto/static.surveypluto.com/static/js/jquery-1.11.3.min.js	(from https://surveypluto.com/)
13:10:22	4757/4757	---MCZ	200	added ('OK')	application/javascript	etag:W/%225305FEEB26CC3F232458249FC8A0EEEC%22	https://static.surveypluto.com/min/js/pagecommon.min.js?v=202402221645	C:/My%20Web%20Sites/surveypluto/static.surveypluto.com/min/js/pagecommon.min9628.js	(from https://surveypluto.com/)
13:10:22	1257/1257	---M--	200	added ('OK')	image/png	etag:%222A6F05EAF129DF1D94C0030AFC6D586E%22	https://static.surveypluto.com/static/assets/images/logo.png	C:/My%20Web%20Sites/surveypluto/static.surveypluto.com/static/assets/images/logo.png	(from https://surveypluto.com/)
13:10:23	152/152	---M--	200	added ('OK')	image/png	etag:%229274B38FF9F84C8F4686B281003CAFC6%22	https://static.surveypluto.com/static/assets/images/dropdown.png	C:/My%20Web%20Sites/surveypluto/static.surveypluto.com/static/assets/images/dropdown.png	(from https://surveypluto.com/)
13:10:24	3298/3298	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2021:10:23%20GMT	https://surveypluto.com/app/login	C:/My%20Web%20Sites/surveypluto/surveypluto.com/app/login.html	(from https://surveypluto.com/)
13:10:25	23449/23449	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2021:10:24%20GMT	https://surveypluto.com/registration-form/	C:/My%20Web%20Sites/surveypluto/surveypluto.com/registration-form/index.html	(from https://surveypluto.com/)
13:10:25	19113/19113	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2021:10:24%20GMT	https://surveypluto.com/survey-software/	C:/My%20Web%20Sites/surveypluto/surveypluto.com/survey-software/index.html	(from https://surveypluto.com/)
13:10:25	16424/16424	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2021:10:25%20GMT	https://surveypluto.com/employee-satisfaction-survey/	C:/My%20Web%20Sites/surveypluto/surveypluto.com/employee-satisfaction-survey/index.html	(from https://surveypluto.com/)
13:10:25	16625/16625	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2021:10:25%20GMT	https://surveypluto.com/poll/	C:/My%20Web%20Sites/surveypluto/surveypluto.com/poll/index.html	(from https://surveypluto.com/)
13:10:26	3298/3298	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2021:10:25%20GMT	https://surveypluto.com/app/survey/create	C:/My%20Web%20Sites/surveypluto/surveypluto.com/app/survey/create.html	(from https://surveypluto.com/)
13:10:26	18980/18980	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2021:10:25%20GMT	https://surveypluto.com/customer-satisfaction-survey/	C:/My%20Web%20Sites/surveypluto/surveypluto.com/customer-satisfaction-survey/index.html	(from https://surveypluto.com/)
13:10:26	17999/17999	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2021:10:26%20GMT	https://surveypluto.com/employee-engagement-survey/	C:/My%20Web%20Sites/surveypluto/surveypluto.com/employee-engagement-survey/index.html	(from https://surveypluto.com/)
13:10:26	17140/17140	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2021:10:26%20GMT	https://surveypluto.com/customer-journey/	C:/My%20Web%20Sites/surveypluto/surveypluto.com/customer-journey/index.html	(from https://surveypluto.com/)
13:10:26	17839/17839	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2021:10:26%20GMT	https://surveypluto.com/nps-survey/	C:/My%20Web%20Sites/surveypluto/surveypluto.com/nps-survey/index.html	(from https://surveypluto.com/)
13:10:27	1003/1003	---M--	200	added ('OK')	image/png	etag:%22E191A7F51BD4F37434B9789B567D4C36%22	https://static.surveypluto.com/static/assets/images/avatar.png	C:/My%20Web%20Sites/surveypluto/static.surveypluto.com/static/assets/images/avatar.png	(from https://surveypluto.com/)
13:10:27	20847/20847	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2021:10:26%20GMT	https://surveypluto.com/max-diff/	C:/My%20Web%20Sites/surveypluto/surveypluto.com/max-diff/index.html	(from https://surveypluto.com/)
13:10:27	19866/19866	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2021:10:26%20GMT	https://surveypluto.com/conjoint-analysis/	C:/My%20Web%20Sites/surveypluto/surveypluto.com/conjoint-analysis/index.html	(from https://surveypluto.com/)
13:10:27	23911/23911	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2021:10:27%20GMT	https://surveypluto.com/kano-model/	C:/My%20Web%20Sites/surveypluto/surveypluto.com/kano-model/index.html	(from https://surveypluto.com/)
13:10:28	17258/17258	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2021:10:27%20GMT	https://surveypluto.com/product-concept-testing/	C:/My%20Web%20Sites/surveypluto/surveypluto.com/product-concept-testing/index.html	(from https://surveypluto.com/)
